movie_id,title_ko,title_en,gubun,genre,nation,theater_admissions,online_cumulative,seat_cnt,lifetime_vod,first_year_vod,online_open,theater_open
FS20070582,"색, 계","Lust, Caution",,,미국,1936076,330054,7492637,330054,34282,2016-05-27,2007-11-08
FS20126581,전망 좋은 집,A House with a View,일반영화,"멜로/로맨스,드라마",한국,1461,329851,33439,329827,237160,2012-10-14,2012-10-25
FS20125048,호빗: 뜻밖의 여정,The Hobbit: An Unexpected Journey,일반영화,"어드벤처,판타지",미국,2830614,327644,10221801,327644,241240,2013-03-27,2012-12-13
FS20113805,완벽한 파트너-감독판,,일반영화,코미디,한국,844,327573,11848,327573,4519,2017-01-06,2011-12-01
FS20124057,용의자X,Perfect Number,일반영화,미스터리,한국,1552055,327685,7452123,327439,288087,2012-12-12,2012-10-18
FS20148841,헬머니,Granny's Got Talent,일반영화,코미디,한국,523871,327117,3526221,327117,267295,2015-03-24,2015-03-05
FS20186281,범블비,Bumblebee,일반영화,"액션,어드벤처,SF",미국,1561643,325406,6830590,325406,291985,2019-01-10,2018-12-25
FS20176814,신비한 동물들과 그린델왈드의 범죄,Fantastic Beasts: The Crimes of Grindelwald,일반영화,판타지,미국,2414195,324900,13382962,324900,253195,2018-12-10,2018-11-14
FS20150979,덕혜옹주,The Last Princess,일반영화,"사극,드라마",한국,5599995,324535,16806815,324535,266322,2016-08-09,2016-08-03
FS20179230,도어락,Door Lock,일반영화,"스릴러,드라마",한국,1561258,324212,8582310,324006,304217,2018-12-18,2018-12-05
FS20133701,하늘에서 음식이 내린다면 2,Cloudy with a Chance of Meatballs 2,일반영화,"애니메이션,코미디,가족",미국,800062,323566,2446661,323566,168101,2014-01-10,2013-11-21
FS20161762,반드시 잡는다,The Chase,일반영화,스릴러,한국,446780,322724,3449347,322639,295924,2017-12-13,2017-11-29
FS20235253,외계+인 2부,Alienoid,일반영화,"기타,액션,드라마,판타지",한국,1430152,322518,15312123,322518,320401,2024-01-10,
FS20212932,탈주,Escape,일반영화,"액션,드라마",한국,2562531,321415,16923417,321415,319679,2024-07-03,
FS20140402,헝거게임: 모킹제이,The Hunger Games: Mockingjay - Part 1,일반영화,"어드벤처,SF,스릴러",미국,854407,319818,4486894,319808,198886,2015-02-11,2014-11-20
FS20137811,엘리시움,Elysium,일반영화,"SF,액션",미국,1207732,318778,5757194,318778,271331,2013-10-02,2013-08-29
FS20180962,지푸라기라도 잡고 싶은 짐승들,BEASTS CLAWING AT STRAWS,일반영화,"스릴러,범죄",한국,629279,318776,10446018,318722,307008,2020-03-27,2020-02-19
FS20128690,연애의 온도,Very Ordinary Couple,일반영화,"멜로/로맨스,코미디",한국,1865354,318274,10256595,318198,195156,2013-04-30,2013-03-21
FS20113461,007 스카이폴,SKYFALL,일반영화,액션,미국,2376266,317946,10096328,317945,264639,2013-02-20,2012-10-26
FS20123641,잭 더 자이언트 킬러,JACK THE GIANT SLAYER,일반영화,"판타지,드라마,어드벤처",미국,956154,317545,4981773,317545,280214,2013-05-22,2013-02-28
FS20174603,퍼시픽 림: 업라이징,Pacific Rim: Uprising,일반영화,"액션,어드벤처,SF",미국,1077235,317016,8979205,317016,274701,2018-04-12,2018-03-21
FS20201122,테넷,Tenet,일반영화,"액션,SF",미국,2009304,316395,28870312,316395,297067,2020-12-03,2020-08-26
FS20191061,007 노 타임 투 다이,007 No Time To Die,일반영화,액션,미국,1229971,316262,15789792,316262,303995,2021-11-02,2021-09-29
FS20151227,아빠는 딸,"Daddy You, Daughter Me",일반영화,코미디,한국,647305,316304,4580290,316247,281651,2017-04-13,2017-04-12
FS20113885,맨 인 블랙 3,Men In Black III,일반영화,"액션,코미디,SF",미국,3379762,315218,14268683,315218,97679,2012-10-14,2012-05-24
FS20124055,아부의 왕,Mr. Xxx-Kisser,일반영화,코미디,한국,497880,314864,3834869,314744,31731,2012-10-14,2012-06-21
FS20175771,라이온 킹,The Lion King,일반영화,"어드벤처,드라마,가족",미국,4743295,314629,21606526,314629,152906,2019-11-05,2019-07-17
FS20113745,스노우 화이트 앤 더 헌츠맨,Snow White And The Huntsman,일반영화,"액션,어드벤처,판타지",미국,636631,314572,3413707,314399,123593,2012-10-14,2012-05-30
FS20137426,애프터 어스,After Earth,일반영화,"SF,액션,어드벤처",미국,537920,316054,3603307,313665,298977,2013-05-30,
FS20186261,드래곤 길들이기 3,How to Train Your Dragon 3,일반영화,애니메이션,미국,1507922,312060,5672292,312060,214428,2019-03-21,2019-01-30
FS20113535,부러진 화살,Unbowed,일반영화,드라마,한국,3460373,313911,13174836,311358,29186,2012-10-14,2012-01-18
FS20161744,트롤,Trolls,일반영화,애니메이션,미국,675966,310280,2580659,310280,175240,2017-03-20,2017-02-16
FS20145502,남과 여,A Man and A Woman,일반영화,멜로/로맨스,한국,203775,309507,1339709,309507,173930,2016-03-28,2016-02-25
FS20040734,노트북,The Notebook,,,미국,851771,309142,6042284,309142,11556,2014-04-17,2004-11-26
FS20050225,찰리와 초콜릿 공장,Charlie And The Chocolate Factory,일반영화,"코미디,가족,판타지",미국,1287676,308221,3826109,308221,14798,2014-07-08,2005-09-16
FS20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,The Haunted House: The Sky Ghost VS Jormungandr,일반영화,애니메이션,한국,894826,308089,2717960,308089,231352,2020-01-15,2019-12-19
FS20232631,미션 임파서블: 데드 레코닝 PART ONE,Mission: Impossible - Dead Reckoning Part One,일반영화,"액션,스릴러,어드벤처",미국,4022293,307699,21307746,307699,276054,2023-09-21,2023-07-12
FS20184903,오션스8,Ocean's 8,일반영화,"액션,범죄",미국,1335829,307524,8422512,307524,284000,2018-07-16,2018-06-13
FS20124348,돈 크라이 마미,"Don't Cry, Mommy",일반영화,"스릴러,드라마",한국,975462,306813,4901204,306103,288885,2012-11-22,
FS20153741,미씽: 사라진 여자,MISSING,일반영화,미스터리,한국,1153201,305232,6072034,305100,276846,2016-12-22,2016-11-30
FS20224517,용감한 시민,Brave Citizen,일반영화,"기타,액션,드라마",한국,267442,305015,3851696,305015,296383,2023-11-06,2023-10-25
FS20177946,월요일이 사라졌다,What Happened to Monday,,,영국,904656,304944,4097796,304897,276163,2018-03-22,2018-02-22
FS20193601,장사리 : 잊혀진 영웅들,Battle of Jangsari,일반영화,전쟁,한국,1140876,304834,7881029,304834,274730,2019-10-14,2019-09-25
FS20215850,고질라 VS. 콩,Godzilla VS. Kong,일반영화,액션,미국,703485,304213,10854914,304213,266984,2021-04-15,2021-03-25
FS20161364,귀향,Spirits' Homecoming,일반영화,드라마,한국,3587356,303386,17205741,303166,266761,2016-04-12,2016-02-24
FS20163137,나의 소녀시대,Our Times,,,대만,424500,302919,2033288,302832,166795,2016-07-04,2016-05-12
FS20090893,극장판파워레인저 엔진포스VS 와일드스피릿,Engine Sentai Go-onger VS Gekiranger,일반영화,"SF,액션",일본,135498,304681,672603,302134,0,2010-01-07,
FS20241941,좀비딸,My Daughter is a Zombie,일반영화,"코미디,드라마",한국,5642634,301989,26439994,301989,301480,2025-07-30,
FS20126090,조선미녀삼총사,The Huntresses,일반영화,"코미디,액션,사극",한국,480361,301568,1867840,299619,269755,2014-01-29,
FS20159162,갓 오브 이집트,Gods of Egypt,일반영화,"어드벤처,판타지",미국,919882,299486,6393756,299486,261353,2016-05-23,2016-03-03
FS20148844,손님,The Piper,일반영화,,한국,828025,299553,3539633,299363,275318,2015-07-23,2015-07-09
FS20040745,인크레더블,The Incredibles,일반영화,애니메이션,미국,898940,299157,2990414,299157,28736,2013-04-30,2004-12-15
FS20208686,콜 오브 와일드,The Call of the Wild,일반영화,"어드벤처,드라마,가족",미국,36245,298823,1292274,298823,280507,2020-05-28,2020-05-14
FS20147299,논스톱,Non-Stop,일반영화,액션,미국,2084482,299480,10662022,298697,278164,2014-05-30,2014-02-27
FS20183002,해치지않아,SECRET ZOO,일반영화,코미디,한국,1224726,298362,8719238,298314,288163,2020-01-31,2020-01-15
FS20157465,그놈이다,FATAL INTUITION,일반영화,스릴러,한국,1046313,297373,6646707,297373,261287,2015-11-19,2015-10-28
FS20192399,1917,1917,일반영화,"드라마,전쟁",미국,884468,296574,16430139,296574,282010,2020-03-16,2020-02-19
FS19970306,인어공주,The Little Mermaid,일반영화,"애니메이션,멜로/로맨스,가족,뮤지컬",미국,5664,296241,17740,296241,31955,2013-12-02,1991-12-21
FS20232394,야당,YADANG: THE SNITCH,일반영화,"범죄,드라마,액션",한국,3378308,295462,25968660,295462,295041,2025-04-16,
FS20126745,리미트리스,Limitless,일반영화,"미스터리,스릴러,액션",미국,121538,294426,620209,294426,6428,2016-07-12,2012-07-12
FS20147907,맛 무삭제,,일반영화,"멜로/로맨스,드라마",한국,0,293681,0,293681,202362,2014-02-24,
FS20169643,침묵,Heart Blackened,일반영화,드라마,한국,494097,293665,3311895,293479,256214,2017-11-07,2017-11-02
FS20151964,명탐정 코난 : 화염의 해바라기,Detective Conan: Sunflowers of Inferno,일반영화,애니메이션,일본,471319,293034,1189129,293034,204230,2015-08-24,2015-08-05
FS20163661,레전드 오브 타잔,The Legend of Tarzan,일반영화,"액션,어드벤처",미국,858402,292372,4864865,292372,272131,2016-08-01,2016-06-29
FS20231089,존 윅 4,John Wick: Chapter 4,일반영화,액션,미국,1924768,292224,13451292,292224,279571,2023-05-30,2023-04-12
FS20163580,그레이트 월,The Great Wall,일반영화,"판타지,액션",미국,501486,291994,4107532,291994,250848,2017-03-14,2017-02-15
FS20126409,본 레거시,The Bourne Legacy,일반영화,"액션,스릴러",미국,1015832,291621,5995554,291621,228249,2012-11-08,2012-09-06
FS20178581,오리엔트 특급 살인,Murder on the Orient Express,일반영화,"드라마,미스터리,범죄",미국,864757,290386,5748617,290386,249172,2017-12-21,2017-11-29
FS20203702,노량: 죽음의 바다,Noryang: Deadly Sea,일반영화,"사극,드라마,액션",한국,4573789,289976,23252192,289976,286401,2023-12-20,
FS20080653,쿵푸 팬더,Kung Fu Panda,일반영화,"애니메이션,코미디,액션,가족",미국,4654266,289632,15669875,289632,19659,2019-05-13,2008-06-05
FS20189067,미쓰백,Miss Baek,일반영화,드라마,한국,723817,289498,5362519,289248,272433,2018-11-23,2018-10-11
FS20162871,특별시민,The Mayor,일반영화,드라마,한국,1362634,288928,8286931,288928,274583,2017-05-26,2017-04-26
FS20216362,크루엘라,Cruella,일반영화,"드라마,범죄,코미디",미국,1983677,287874,18625810,287874,273145,2021-06-22,2021-05-26
FS20139221,그래비티,Gravity,일반영화,"SF,드라마",미국,3313307,287619,16292881,287619,162720,2013-10-17,
FS20159185,강남1970(무삭제판),Gangnam 1970,일반영화,"액션,드라마",한국,0,287425,0,287425,227960,2015-03-18,
FS19910355,나홀로 집에,Home Alone,일반영화,"가족,스릴러,어드벤처,코미디",미국,90,287308,304,287308,5340,2015-11-16,1991-07-06
FS20181983,이웃사촌,Best Friend,일반영화,"드라마,코미디",한국,431559,287385,11461291,287152,278892,2020-12-15,2020-11-25
FS20217651,캐시트럭,Wrath of Man,일반영화,액션,미국,231992,286288,4669643,286288,281587,2021-06-25,2021-06-09
FS20184865,고질라: 킹 오브 몬스터,Godzilla: King of the Monsters,일반영화,"액션,어드벤처,SF",미국,359041,286206,2392126,286206,233741,2019-06-17,2019-05-29
FS20178982,박열,Anarchist from the colony,일반영화,드라마,한국,2359873,286017,12106565,285985,248544,2017-07-27,2017-06-28
FS20143639,뽀로로 극장판 눈요정 마을 대모험,"Pororo, The Snow Fairy Village Adventure",일반영화,애니메이션,한국,258909,285880,816261,285880,71827,2015-01-15,
FS20180564,툼레이더,TOMB RAIDER,일반영화,"액션,어드벤처",미국,540410,286318,5735722,285868,282573,2018-06-08,2018-03-08
FS20134123,집으로 가는 길,Way Back Home,일반영화,드라마,한국,1854869,285721,6923244,285457,246325,2014-01-13,2013-12-11
FS20177181,47 미터,47 meters down,일반영화,,영국,590048,285375,2830921,285314,219707,2017-08-16,2017-07-19
FS20113381,오싹한 연애,Spellbound,일반영화,,한국,3009406,285598,11142078,285269,14502,2012-10-14,2011-12-01
FS20149401,스폰지밥 3D,The SpongeBob Movie: Sponge Out of Water,일반영화,"애니메이션,어드벤처,코미디",미국,325016,285132,1152030,285132,110316,2015-05-06,2015-02-18
FS20113260,퍼펙트 게임,Perfect Game,일반영화,드라마,한국,1507084,284758,6166189,284550,7541,2018-07-10,2011-12-21
FS20110881,창수,Tumbleweed,일반영화,드라마,한국,429141,284490,3042807,284490,258427,2013-12-16,2013-11-28
FS20170241,23 아이덴티티,Split,일반영화,스릴러,미국,1676011,284160,7469973,284160,204851,2017-03-21,2017-02-22
FS20218764,씽2게더,Sing 2,일반영화,"애니메이션,뮤지컬,어드벤처",미국,885731,283915,9513176,283915,237082,2022-01-20,2022-01-05
FS20126573,금의위 : 14 검의 비밀,14 Blades,일반영화,"액션,드라마",홍콩,8591,284146,86694,283588,42330,2012-10-14,2012-06-14
FS20166421,재심,New Trial,일반영화,드라마,한국,2421197,282135,12149443,281942,246074,2017-03-16,2017-02-15
FS20204008,그린랜드,Greenland,일반영화,"액션,스릴러",미국,326130,281316,3734609,281316,266688,2020-11-03,2020-09-29
FS20219628,정직한 후보2,Honest Candidate 2,일반영화,코미디,한국,900954,280255,11321548,280255,266446,2022-10-19,2022-09-28
FS20127108,모모와 다락방의 수상한 요괴들,A Letter to Momo,일반영화,"애니메이션,드라마,가족,판타지",일본,300333,280166,998300,280166,12373,2018-11-29,2012-07-05
FS20147176,상의원,The Royal Tailor,일반영화,"사극,드라마",한국,790370,279707,2368129,279519,253744,2014-12-30,2014-12-24
FS20124717,타이탄의 분노,Wrath Of The Titans,일반영화,"액션,판타지",미국,893027,279359,6877702,279359,260548,2012-03-29,
FS20123387,다이하드: 굿 데이 투 다이,A Good Day to Die Hard,일반영화,"액션,범죄,스릴러",미국,1438056,280051,5182450,279246,259446,2013-06-05,2013-02-06
FS20135362,크루즈 패밀리,The Croods,일반영화,"애니메이션,가족,코미디",미국,943806,278545,3047138,278545,184390,2013-06-19,2013-05-16
FS20135974,알라딘,Aladdin,일반영화,"드라마,뮤지컬,어드벤처,가족,판타지",미국,2142,277205,10146,277205,21984,2013-07-03,1993-07-03
FS20136219,위대한 개츠비,The Great Gatsby,일반영화,"드라마,멜로/로맨스",미국,1450368,277152,6292964,277152,146716,2013-05-16,
FS20157432,007 스펙터,Spectre,일반영화,"액션,어드벤처,범죄,스릴러",영국,1820842,276866,9195294,276866,254877,2016-02-15,2015-11-11
FS20192567,원더 우먼 1984,Wonder Woman 1984,일반영화,"액션,어드벤처",미국,548695,276598,14735316,276598,269288,2021-01-18,2020-12-23
FS20161630,13시간,13 Hours: The Secret Soldiers of Benghazi,일반영화,"액션,드라마,스릴러",미국,145952,276390,1405121,276390,208094,2016-06-08,2016-03-03
FS20134082,해무(海霧),Haemoo,일반영화,드라마,한국,1475582,276351,4736299,276097,243928,2014-09-17,2014-08-13
FS20100214,아저씨,The Man From Nowhere,일반영화,"액션,드라마",한국,6179525,275874,22246584,275874,42660,2013-11-29,2010-08-04
FS20030086,맛있는 섹스 그리고 사랑,The Sweet Sex And Love,일반영화,드라마,한국,35,275522,126,275522,89781,2014-03-18,2003-06-27
FS20143510,함정,Deep Trap,일반영화,"스릴러,범죄",한국,257990,275179,1477888,275179,185192,2015-09-24,2015-09-10
FS20209287,블러드샷,Bloodshot,일반영화,"액션,드라마,판타지,SF",미국,1806,275020,44210,274940,264422,2020-05-18,2020-05-21
FS20167363,히든 피겨스,Hidden Figures,일반영화,드라마,미국,449518,274859,2733546,274859,31914,2018-02-19,2017-03-23
FS20210864,엔칸토: 마법의 세계,Encanto,일반영화,애니메이션,미국,632055,274710,7826122,274710,254618,2021-12-16,2021-11-24
FS20134587,로보캅,RoboCop,일반영화,"액션,SF",미국,979509,275025,5045831,274497,274402,2014-02-13,
FS20110896,혹성탈출: 진화의 시작,Rise of the Planet of the Apes,일반영화,"액션,SF,드라마",미국,2773794,274487,11538022,274487,70247,2013-12-02,2011-08-17
FS20194456,양자물리학,By Quantum Physics: A Nightlife Venture,일반영화,범죄,한국,554939,274566,3530456,274418,257363,2019-10-10,2019-09-25
FS20153446,너의 결혼식,On Your Wedding Day,일반영화,멜로/로맨스,한국,2821630,274152,16863542,274070,249552,2018-09-20,2018-08-22
FS19980074,타이타닉,Titanic,,,미국,883847,273320,4916526,273320,27722,2016-02-26,1998-02-20
FS20150969,궁합,The Princess and the Matchmaker,일반영화,"코미디,드라마",한국,1340117,273455,9001155,273303,262940,2018-03-16,2018-02-28
FS20156841,신데렐라,Cinderella,일반영화,멜로/로맨스,미국,716491,272541,4627393,272541,173225,2015-03-19,
FS20136812,더 울프 오브 월스트리트,THE WOLF OF WALL STREET,일반영화,"범죄,드라마",미국,588040,272091,2068638,272091,128507,2014-02-06,2014-01-09
FS19950366,토이 스토리,Toy Story,일반영화,"애니메이션,코미디,판타지",미국,14920,271093,149772,271093,30507,2013-07-03,1995-12-30
FS20200703,극장판 귀멸의 칼날: 무한열차편,Demon Slayer: Kimetsu no Yaiba the Movie - Mugen Train,일반영화,애니메이션,일본,2221338,270815,23699383,270815,249552,2021-05-31,2021-01-27
FS20137961,맨 오브 스틸,Man of Steel,일반영화,SF,미국,2182227,270810,9695010,270810,213504,2013-10-21,2013-06-13
FS20124065,차형사,Runway Cop,일반영화,"코미디,액션",한국,1346754,271619,6127798,270581,36796,2012-10-14,2012-05-30
FS20184574,그린 북,Green Book,,,미국,448117,270319,2526927,270319,209325,2019-03-12,2019-01-09
FS20180523,스타 이즈 본,A Star Is Born,일반영화,"드라마,멜로/로맨스",미국,535817,269984,4511493,269984,183813,2018-11-09,2018-10-09
FS20151884,런던 해즈 폴른,London Has Fallen,일반영화,"액션,범죄,스릴러",미국,731683,269658,7228055,269658,222512,2016-03-23,2016-03-10
FS20161084,패신저스,PASSENGERS,일반영화,"어드벤처,SF",미국,668977,269300,3507794,269300,230052,2017-02-01,2017-01-04
FS20231592,분노의 질주: 라이드 오어 다이,Fast X,일반영화,액션,미국,1773603,268950,14194302,268950,262428,2023-06-08,2023-05-17
FS20137963,백악관 최후의 날,Olympus Has Fallen,일반영화,"액션,스릴러",미국,181257,268226,1247770,268024,221466,2013-06-17,2013-06-05
FS20248465,하이재킹,Hijack 1971,일반영화,"범죄,스릴러,액션",한국,1774402,267516,10626654,267516,264763,2024-06-21,
FS20124021,더 그레이,The Grey,일반영화,"액션,드라마,스릴러",미국,292332,267880,1825508,267289,24966,2012-10-14,2012-02-16
FS20159647,리얼,REAL,일반영화,액션,한국,470195,266739,4005465,266739,237391,2017-07-17,2017-06-28
FS20147971,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,Crayon Shin-chan: Baka-uma! B-kyu Gourmet Survival!!,일반영화,애니메이션,일본,84306,266618,431807,266618,164281,2014-04-29,2014-04-03
FS20167716,트리플 엑스 리턴즈,xXx: Return of Xander Cage,일반영화,"액션,어드벤처,스릴러",미국,475309,266299,3357361,266211,229282,2017-03-08,2017-02-08
FS20127306,명탐정 코난: 11번째 스트라이커,Detective Conan Movie 16 - The Eleventh Striker,일반영화,애니메이션,일본,525169,266088,1436571,266088,10579,2018-02-27,2012-07-19
FS20128386,라이프 오브 파이,Life of Pi,,,미국,1656537,265838,6681213,265838,17945,2015-06-09,2013-01-01
FS20131262,허삼관,Chronicle of a Blood Merchant,일반영화,드라마,한국,956103,265234,4365861,265156,242366,2015-02-02,2015-01-14
FS20183844,마이펫의 이중생활 2,The Secret Life of Pets 2,일반영화,"애니메이션,어드벤처,코미디",미국,1114949,264706,4130695,264706,202624,2019-08-19,2019-07-31
FS20081169,맘마미아!,Mamma Mia!,일반영화,"멜로/로맨스,뮤지컬",미국,4579773,264656,21818271,264656,10771,2013-07-04,2008-09-03
FS20211791,하이파이브,HI-FIVE,일반영화,"SF,기타,코미디,판타지,액션",한국,1893718,264454,13112435,264454,263211,2025-05-30,
FS20110279,마당을 나온 암탉,"Leafie, a Hen into the Wild",일반영화,애니메이션,한국,2223086,264448,6568518,264448,37408,2012-10-14,2011-07-28
FS20173581,기억의 밤,Forgotten,일반영화,"미스터리,스릴러",한국,1387779,264147,8623975,264147,230830,2017-11-14,2017-11-29
FS20196657,맨 인 블랙: 인터내셔널,Men in Black: International,일반영화,"액션,코미디,SF",미국,851917,264094,6475909,264094,256858,2019-07-02,2019-06-12
FS20147283,다이버전트,Divergent,일반영화,"SF,판타지,액션,멜로/로맨스",미국,424090,264184,3855200,264091,190605,2014-07-22,2014-04-16
FS20163194,공각기동대 : 고스트 인 더 쉘,Ghost In The Shell,일반영화,"SF,범죄,액션",미국,764095,263711,6430019,263632,55140,2017-07-26,2017-03-29
FS20168891,설리: 허드슨강의 기적,Sully,일반영화,드라마,미국,627424,263520,4248915,263520,214768,2016-11-09,2016-09-28
FS19870150,탑건,Top Gun,,,미국,36024,263466,442560,263466,7073,2018-07-10,1987-12-19
FS20136863,마담 뺑덕,Scarlet Innocence,일반영화,멜로/로맨스,한국,471248,263112,3051528,263112,84422,2014-12-05,2014-10-02
FS20147609,헤라클레스 : 레전드 비긴즈,The legend of Hercules,일반영화,"액션,판타지",미국,221341,263908,2313017,263094,10093,2018-12-20,2014-04-10
FS20110511,쿵푸팬더 2,Kung Fu Panda 2,일반영화,"애니메이션,액션,어드벤처,코미디,가족",미국,5064796,262344,20157190,262344,4798,2012-10-14,2011-05-26
FS20167261,메카닉: 리크루트,Mechanic: Resurrection,일반영화,"액션,범죄,스릴러",미국,552006,261886,3124281,261886,224811,2016-09-23,2016-08-31
FS20224666,파일럿,Pilot,일반영화,"기타,코미디",한국,4719151,261855,30047989,261855,260120,2024-07-31,
FS20161141,50가지 그림자: 심연,Fifty Shades Darker,일반영화,"드라마,멜로/로맨스",미국,189620,261677,1189519,261677,120334,2017-03-03,2017-02-09
FS20198323,레드슈즈,Red Shoes,일반영화,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스",한국,821226,260981,2567541,260981,215191,2019-08-21,2019-07-25
FS20100301,악마를 보았다,I Saw The Devil,일반영화,스릴러,한국,1817069,260475,7433495,260475,23467,2013-05-09,2010-08-12
FS20184543,변신,Metamorphosis,일반영화,,한국,1804120,259897,9474893,259897,235273,2019-09-11,2019-08-21
FS20204264,콘크리트 유토피아,Concrete Utopia,일반영화,"드라마,스릴러,기타",한국,3849431,259078,22081467,259078,256072,2023-09-15,2023-08-09
FS20170942,인랑,ILLANG : THE WOLF BRIGADE,일반영화,"SF,액션",한국,899029,258826,3759087,258826,243212,2018-07-23,2018-07-25
FS20136063,순수의 시대,Empire of Lust,일반영화,"사극,드라마",한국,470308,258561,4440667,258561,181838,2015-03-25,2015-03-05
FS20174622,해피 데스데이,Happy Death Day,일반영화,,미국,1382650,258187,8094403,258187,193152,2017-12-05,2017-11-08
FS20156554,물괴,Monstrum,일반영화,"액션,사극",한국,723622,257867,8347235,257785,252058,2018-10-23,2018-09-12
FS20113862,장화신은 고양이,Puss In Boots,일반영화,"애니메이션,어드벤처,코미디,판타지",미국,2080445,257072,8417970,257072,4874,2012-10-14,2012-01-12
FS20205402,트롤: 월드 투어,Trolls World Tour,일반영화,"애니메이션,어드벤처,코미디",미국,152589,256577,2409888,256577,194996,2020-05-19,2020-04-29
FS20112911,최종병기 활 감독확장판,War of the Arrows (Director's Cut),일반영화,"사극,액션",한국,11547,255963,123275,255880,7750,2016-01-13,2011-10-20
FS20252527,쥬라기 월드: 새로운 시작,Jurassic World: Rebirth,일반영화,,미국,2225213,255381,12654259,255381,254224,2025-07-02,
FS20050082,이터널 선샤인,Eternal Sunshine,,,미국,599448,255278,2745183,255278,61119,2016-01-21,2005-11-10
FS20167902,보통사람,ORDINARY PERSON,일반영화,드라마,한국,383336,255307,2784389,255163,241979,2017-04-06,2017-03-23
FS20192194,인질,Hostage: Missing Celebrity,일반영화,"범죄,액션,스릴러",한국,1638631,255182,16486116,255100,251430,2021-09-16,2021-08-18
FS20129606,공범,Blood and Ties,일반영화,"스릴러,드라마",한국,1766285,255235,8972130,255062,215169,2013-11-21,2013-10-24
FS20142406,탐정 홍길동: 사라진 마을,The Phantom Detective,일반영화,"드라마,액션",한국,1430960,254777,5780670,254664,236514,2016-06-01,2016-05-04
FS20162967,정글북,The Jungle Book,일반영화,"어드벤처,드라마",미국,2537438,253683,10297000,253683,175184,2016-10-12,2016-06-09
FS20134983,원피스 극장판 Z,One Piece Film Z,일반영화,애니메이션,일본,93239,254142,529090,253460,144966,2013-03-28,2013-03-21
FS20187322,"힘을 내요, 미스터 리","CHEER UP, MR. LEE",일반영화,"코미디,드라마",한국,1182102,252770,5587943,252770,226945,2019-09-26,2019-09-11
FS20185784,나의 특별한 형제,Inseparable Bros,일반영화,"드라마,코미디",한국,1479163,252474,6281350,252474,238710,2019-05-21,2019-05-01
FS20048799,명탐정 코난:은빛 날개의 마술사,Detective Conan : Magician of the Silver Key,일반영화,애니메이션,일본,176495,252124,510591,252124,146849,2013-01-28,2013-01-24
FS20128143,익스펜더블 2,The Expendables II,일반영화,"액션,어드벤처",미국,444456,252597,3434630,251895,2464,2019-11-11,2012-09-06
FS20131304,은밀하게 위대하게 (확장판),Secretly Greatly,일반영화,"액션,코미디,드라마",한국,4738,251466,14902,251466,216692,2013-08-22,2013-08-05
FS20124934,피에타,Pieta,,,한국,603283,253452,3366821,251207,230040,2012-10-14,2012-09-06
FS20198681,쥬만지: 넥스트 레벨,Jumanji : The Next Level,일반영화,액션,미국,1057269,251142,7294017,251142,234328,2020-02-11,2019-12-11
FS20140842,엑소더스: 신들과 왕들,Exodus: Gods and Kings,일반영화,드라마,미국,1511845,251019,8454885,251019,222924,2015-01-26,2014-12-03
FS20068659,명탐정 코난 : 탐정들의 진혼가,DETECTIVE CONAN: THE PRIVATE EYE'S REQUIEM,일반영화,애니메이션,일본,182666,250830,697375,250830,117259,2014-02-21,2014-02-13
FS20134590,빅매치,Big Match,일반영화,액션,한국,1177438,250161,5983827,250021,218285,2014-12-15,2014-11-27
FS20113532,미쓰GO,Miss Conspirator,일반영화,"액션,코미디,범죄",한국,611685,250239,4605168,249794,38393,2012-10-14,2012-06-21
FS20226270,스즈메의 문단속,Suzume,,,일본,5593122,249688,38317825,249688,188475,2023-03-17,2023-03-08
FS20148842,우리는 형제입니다,We Are Brothers,일반영화,"코미디,드라마",한국,970373,249531,7012248,248981,212372,2014-11-19,2014-10-23
FS20183288,헌터 킬러,HUNTER KILLER,일반영화,"액션,스릴러",미국,57032,248030,353517,248030,213845,2018-12-12,2018-12-06
FS20200142,소방관,FIREFIGHTERS,일반영화,드라마,한국,3859618,247989,22277495,247989,247328,2024-12-04,
FS20148188,쎄시봉,C'est Si Bon,일반영화,"멜로/로맨스,코미디,드라마",한국,1715373,247658,9099448,247506,209121,2015-03-04,2015-02-05
FS20148648,극장판 루팡 3세 VS 명탐정 코난,Lupin The 3rd VS Detective Conan The Movie,일반영화,애니메이션,일본,225842,247049,710357,247049,133734,2014-06-13,2014-05-29
FS20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,OCTONAUTS Season4,,,영국,69952,246742,435389,246742,117661,2016-10-07,2016-09-28
FS20182421,그린치,The Grinch,일반영화,"애니메이션,코미디",미국,552970,246491,1702228,246466,151989,2019-01-10,2018-12-19
FS20137815,화이트 하우스 다운,White House Down,일반영화,"액션,드라마",미국,569500,246813,2951908,246340,207616,2013-06-26,2013-06-27
FS20170669,지금 만나러 갑니다,Be With You,일반영화,멜로/로맨스,한국,2602273,246314,15878256,246314,217709,2018-04-18,2018-03-14
