movie_id,title_ko,title_en,online_open,theater_open,lifetime_vod,first_year_vod,first_year_note,peak_share,n_years
FS20236000,같은 씨를 원하는 며느리,,,,485,485,,0.365,1
FS20258705,참을 수 없는 이모의 야한 속옷,,2026-01-05,,485,485,,0.53,1
FS20101035,사랑활동의 내구성,Our Happy Ending,2010-11-04,,484,0,,0.221,1
FS2009A366,나이트워치-버드레이드,Die Krahen,,,484,484,,0.271,1
FS20142887,엔드오브왓치: NYPD,THE CURSE,2014-10-23,,484,484,partial(<12mo data),0.736,1
FS20148463,신부의 아이들,The Priest's Children,2014-04-17,,484,484,partial(<12mo data),0.316,1
FS20134435,아야의 밤엔 사랑이 필요해,Aya Of Yop City,2014-08-14,,484,484,partial(<12mo data),0.469,1
FS20162126,유부녀 정사 시승식,"Love affair of a married woman test-ride event married woman, the secret honey",2016-03-02,,484,484,partial(<12mo data),0.566,1
FS20236389,아이엠 장모에요,DANNANODEATINKASA,2023-12-15,,484,281,,0.314,2
FS20090877,북 오브 블러드,Book Of Blood,2009-12-03,,483,0,,0.186,1
FS20142720,베어스,Bears,,,483,483,partial(<12mo data),0.484,1
FS20001181,사랑의 추억,Under The Sand,,,483,483,,0.455,1
FS19960153,하드 타겟,Hard Target,1996-04-27,,483,0,,0.265,1
FS20224860,발정난 유부녀 루이,,2022-05-07,,483,483,partial(<12mo data),0.317,1
FS20243304,이모의 질 좋은 물맛,KIREIDE IYARASI KANOJYO-02,2024-08-12,,483,352,,0.677,1
FS20253505,스노우 폭스2: 몬스터타운 구하기,Arctic Dogs : The Magic Portal,2025-04-26,,483,483,partial(<12mo data),0.308,1
FS20257598,박음직스러운 참젖 처제,,,,483,483,,0.433,2
FS20248895,코코넛오일의 새엄마와 수영복정사,,2025-12-09,,483,483,,0.683,1
FS20133803,망원동 인공위성,The Basement Satellite,2015-02-05,,482,482,partial(<12mo data),0.541,1
FS20163258,램스,Rams,2016-11-03,,482,482,partial(<12mo data),1.0,1
FS20224279,자위하는 짝사랑녀,,2022-03-22,2022-04-14,482,482,partial(<12mo data),0.373,1
FS20224872,후드맨,HOODMAN,2022-05-26,,482,482,partial(<12mo data),0.72,1
FS20226113,내 애인과 바꿔 맛본 친구 애인,,2022-07-11,2022-08-11,482,482,partial(<12mo data),0.515,1
FS20212180,아파트,The Apartment,,,482,482,partial(<12mo data),0.239,1
FS20228620,2대1 변태 단골손님,,2023-03-08,2023-02-26,482,482,partial(<12mo data),0.38,1
FS20231928,북 오브 러브,Book of Love,2023-06-21,,482,482,partial(<12mo data),0.45,1
FS2024A505,죽음으로의 초대,,,,482,482,partial(<12mo data),0.376,1
FS2024A944,나이트버드: 그녀의 복수,Nightbird,,,482,482,,0.313,1
FS20256621,새엄마의 쫄깃한 맛,,2025-07-29,,482,482,partial(<12mo data),0.624,1
FS2025A537,당문: 대환수전,The Fantasy Monster,,,482,482,partial(<12mo data),0.409,1
FS20218722,아빠의 엘프 아들의 엘프,,2021-08-25,,482,0,,0.996,1
FS20253590,더러운 몸에 굴복당한 옆집 동거녀,,,,482,257,,0.465,2
FS20259491,바늘을 든 소녀,The Girl with the Needle,2025-12-10,,482,482,,0.579,1
FS20144681,나는 네가 캠퍼스에서 한 일을 알고 있다,Tormented,,,481,481,,0.516,1
FS20162782,섹스는 오감만족,Molester Net8,2016-04-02,,481,481,partial(<12mo data),0.507,1
FS20210720,새엄마 마오가 3초만 기다리는 이유,,2026-01-12,,481,0,partial(<12mo data),0.362,1
FS20041589,마스터,The Master,2014-11-11,,481,0,,0.316,1
FS20236233,엄마의 왕국,Mother's Kingdom,2024-07-24,,481,481,partial(<12mo data),0.416,1
FS20252364,빵빵한 며느리 정복한 시아버지,,,,481,206,,0.534,2
FS20263045,밀회 : 볼륨있고 매력적인 유부녀 무삭제,,,,481,481,partial(<12mo data),0.852,1
FS20112317,여교사 N,N,,,480,480,partial(<12mo data),0.562,1
FS20110615,멋진 인생,The Story Of My Life,2011-06-09,,480,106,,0.223,2
FS20090212,야반가성,The Phantom Lover,1996-01-27,,480,0,,0.412,2
FS20166061,모텔아가씨-녹는 육체,Young woman at the Hotel,2016-07-01,,480,480,partial(<12mo data),0.719,1
FS20211687,화피3,The Beauty Skin,2021-11-12,,480,444,,0.244,1
FS20211721,돌려먹기 : 형님 먼저,,2021-12-01,2021-12-04,480,411,,0.296,1
FS20261678,너도 먹고 나도 먹고 무삭제판,,2026-02-27,,480,480,partial(<12mo data),0.729,1
FS20124509,에스코트 2,Escort 2,,,479,479,partial(<12mo data),0.733,1
FS20124708,천녀유혼,A Chinese Ghost Story: The Tsui Hark Animation,1998-01-01,,479,0,,0.215,1
FS20154522,가슴 노출을 허하라!,Free the Nipple,2015-09-19,,479,315,,0.132,1
FS20224114,북두칠성,DoloonBurhan,,,479,479,partial(<12mo data),0.386,1
FS20212141,"굿바이, 버터플라이","Goodbye, Butterfly",,,479,479,,0.367,1
FS20231716,약점 잡혀 벌어진 형수님 다리,sister-in-law and brother-in-law,,,479,479,,0.415,1
FS20244154,사위 정력에 미쳐버린 장모님 무삭제판,,,,479,479,,0.47,1
FS2025A020,용의 혈전,Wolf Hiding,,,479,479,,0.415,2
FS20259494,남편 친구에게 박힌 아내,,2026-01-19,,479,479,,0.528,1
FS20253116,부부싸움때문에 온 처형이 어느새 내 침대속으로,,2026-06-15,,479,203,partial(<12mo data),0.47,1
FS20080478,프라이스리스,Priceless,2008-05-08,,478,0,,0.454,1
FS20136362,메스카다,MESKADA,2013-03-06,,478,478,partial(<12mo data),0.559,1
FS20008341,노라,Nora,,,478,478,partial(<12mo data),0.238,1
FS20131243,미츠에의 남친 고르기,IN BLOOM,2013-08-29,,478,360,,0.374,1
FS20154672,노예로 삼아줘 - 첫사랑,Make me a slave; and a longed-for person,2015-09-02,,478,209,,0.295,1
FS20211322,대무림: 12문파,,2021-12-27,,478,476,,0.513,1
FS20200629,야한 며느리:타고난 명기,,2020-06-12,,478,0,,0.651,1
FS20231605,아들친구 몸짓에 발정난 엄마 무삭제판,,,,478,478,partial(<12mo data),0.544,1
FS20231794,우리의 하루,In Our Day,2023-10-19,,478,422,,0.19,1
FS20255866,극장판 다이노맨: 공룡산의 비밀,Dinoman The Movie: The Birth of Mudeungsan Dinosaur!,2025-07-25,,478,469,,0.293,2
FS20252301,박을거야 : 그녀의 엉덩이,,2025-06-25,,478,449,,0.529,2
FS20120424,춤추는 숲,Forest Dancing,2013-05-23,,477,477,partial(<12mo data),0.235,1
FS20031193,와일드 영,Evil,2014-02-27,,477,477,partial(<12mo data),0.476,1
FS20070138,아메리칸 좀비,American Zombie,,,477,477,partial(<12mo data),0.375,1
FS20150762,순응자,The Conformist,2016-01-28,,477,477,,0.501,1
FS20223403,극장판 시그널,SIGNAL The Movie Cold Case Investigation Unit,2022-03-31,,477,477,partial(<12mo data),0.426,1
FS2024A122,철권무적,,,,477,477,partial(<12mo data),0.354,1
FS20247705,우주전함 야마토,Space Battleship Yamato,2024-02-23,,477,477,partial(<12mo data),0.432,1
FS20253808,섹스 판타지 월드,,2025-04-21,,477,427,,0.199,2
FS20128347,세레모니,Ceremony,,,476,476,partial(<12mo data),0.529,1
FS20050285,레알,Real: The Movie,2005-11-23,,476,0,,0.471,1
FS20224651,미션 파서블 인 30 데이즈,30 Days Left,,,476,476,partial(<12mo data),0.67,1
FS20203634,양아버지의 뜨거운 맛,,2020-12-15,,476,0,,0.46,1
FS20242245,디베르티멘토,Divertimento,2024-08-07,,476,476,partial(<12mo data),0.435,1
FS20256069,"섹스과외 : 처제, 새엄마, 친구엄마",,2025-11-12,,476,476,,0.273,2
FS20250817,강한 남자에게 당하는 여자들,,,,476,476,,0.611,1
FS20136046,영 어덜트,Young Adult,,,475,475,partial(<12mo data),0.322,1
FS20223269,아내의 절정체험,,2022-01-17,,475,475,,0.604,1
FS20149711,악령의 심판,Let Us Prey,2023-02-10,,475,475,partial(<12mo data),0.255,1
FS2024A512,여대생의 이중생활,,,,475,475,,0.242,1
FS20261209,스와핑 : 아내의 뜨거운 신음소리,,2026-02-19,,475,475,partial(<12mo data),0.638,1
FS20113112,덫에 걸린 여자,Nureru Bizinntsuma Hamerareta Onnna,,,474,474,partial(<12mo data),0.586,1
FS20147815,정글의 왕 타잔,Tarzan The Ape Man,,,474,474,,0.591,1
FS20140868,호스트걸의 비밀섹스,Sachi – The Killer,2014-08-26,,474,474,partial(<12mo data),0.635,1
FS20157840,욕정의 기모노 정사,FORBIDDEN SINTER,2015-11-18,,474,311,,0.236,1
FS20207568,나는 조선사람입니다,I Am From Chosun,2021-12-09,,474,468,,0.511,1
FS2023C042,당나라: 영웅의 탄생,The Great Tang Dynasty: Rise Up,2023-08-30,,474,474,partial(<12mo data),0.445,1
FS20244785,봉신양전,The God of War,,,474,453,,0.437,2
FS20254276,약물 중독 환자로 인해 타락하는 청순 간호사,,2025-07-16,,474,447,partial(<12mo data),0.346,1
FS2025A827,음양사2,Demon Hunter in Tang Dynasty,,,474,474,partial(<12mo data),0.69,1
FS20257325,인생망해도 좋다는 새엄마,,2025-09-21,,474,474,,0.418,2
FS20250352,새엄마의 비밀영상,,2025-12-20,,474,474,,0.652,1
FS20114667,타이거 블레이드,The Tiger Blade,,,473,473,,0.378,1
FS20068066,브라더 베어 2,Brother Bear 2,,,473,454,,0.201,2
FS20138543,"아이,애나","I, ANNA",2013-06-06,,473,473,partial(<12mo data),0.264,1
FS20148901,프랑스인 김명실,Winter Garden,2014-06-26,,473,473,partial(<12mo data),0.533,1
FS20060365,수면의 과학,The Science Of Sleep,2006-12-21,,473,0,,0.275,1
FS20162681,유리의 꽃과 부수는 세계,Vitreous Flower Destroy the World,2016-04-21,,473,473,partial(<12mo data),0.414,1
FS20177244,악질,Warning: Explicit Content,2022-02-28,,473,473,partial(<12mo data),0.431,1
FS20229400,섹스 해달라는 친구의 여친,,2022-12-29,,473,470,,0.351,1
FS20231199,살룸의 하이에나,Saloum,2023-04-20,,473,473,partial(<12mo data),0.395,1
FS20235905,티처스 라운지,Teacher's Lounge,2023-12-27,,473,466,,0.254,1
FS20236171,세틀러스,Settlers,2024-05-15,,473,473,partial(<12mo data),0.478,1
FS20259664,아들은 성욕 몬스터 친구야 도와줘,,,,473,473,,0.552,2
FS19850026,도시에서 우는 매미,Cicada Singing In The City,1985-04-13,,472,0,,0.125,1
FS19998173,에스더,Esther,,,472,431,,0.369,2
FS20050117,pm 11:14,11:14,2005-06-02,,472,0,,0.371,1
FS20168892,이중섭의 아내,"Two Homelands, One Love - Lee Joong-seop's wife-",2016-09-08,,472,472,partial(<12mo data),0.515,1
FS20228090,맨 온 엣지,Man on the Edge,2022-11-15,2022-11-17,472,472,partial(<12mo data),0.638,1
FS20223992,7인의 악인전,The Water Margin Golden Robbers,2022-07-26,2022-03-24,472,299,partial(<12mo data),0.377,1
FS20229095,4인4섹,,2023-03-02,2023-03-03,472,462,partial(<12mo data),0.311,1
FS20223998,빨래방 유부녀 속옷,,2022-03-17,,472,0,,0.669,1
FS20231124,X같은 상사의 연하 와이프,,2023-05-03,,472,0,,0.956,1
FS20250429,"금지된 사랑 : 새아빠, 시아버지 그리고",,2026-01-21,,472,472,,0.53,1
FS20261266,꼬랑 체취의 새엄마,Stinky Mother-in-Law 8306,2026-01-30,,472,472,,0.578,1
FS2026A323,스트레인저스: 챕터2,The Strangers: Chapter2,,,472,472,partial(<12mo data),0.54,1
FS20112878,인어할머니와 선장,,,,471,471,,0.272,1
FS20030393,케이트 앤 레오폴드,Kate & Leopold,2003-10-31,,471,0,,0.431,1
FS20227131,스와핑 : 엄마와 딸,,2022-09-29,2022-10-03,471,471,partial(<12mo data),0.83,1
FS20191981,블랙마크,Blackmark,,,471,471,,0.86,1
FS20234139,벌려준 누나들,,2023-09-11,2023-09-14,471,471,partial(<12mo data),0.367,1
FS2024A222,로스트 케어,LOST CARE,,,471,471,partial(<12mo data),0.251,1
FS20248894,받아들일 수 없는 부장의 끈적한 물건,,,,471,471,partial(<12mo data),0.338,1
FS20255956,젊은 알바와 유부녀의 짐승같은 불륜,,,,471,471,,0.359,2
FS20135320,십대들의 섹스스캔들,Sex and the Teenage Mind,,,470,470,partial(<12mo data),0.355,1
FS20139082,인헤리턴스,Inheritance,2013-06-20,,470,470,partial(<12mo data),0.474,1
FS20110436,웨이스트 랜드,Waste Land,2014-04-03,,470,470,partial(<12mo data),0.668,1
FS20210368,대물 사위:너무 거대해,,2021-09-13,,470,163,,0.591,1
FS20225049,유랑의 달,Wandering,2023-01-30,2023-01-18,470,470,,0.3,1
FS2025A969,동의,Consent,,,470,470,partial(<12mo data),0.379,1
FS20255379,선배아내와 바로 눈맞아 속궁합 확인,,2025-07-20,,470,470,partial(<12mo data),0.506,1
FS19960319,플레이 백,Play Back,1996-11-09,,469,0,,0.162,1
FS20119872,작별들,Farewell,,,469,469,partial(<12mo data),0.309,1
FS20212438,타부 : 잘못된 관계,,2022-02-16,2022-02-12,469,469,partial(<12mo data),0.333,1
FS20232819,크랙드: 그림의 저주,Cracked,,,469,469,partial(<12mo data),0.426,1
FS20231217,칠중주: 홍콩 이야기,The Septet: The Story of Hong Kong,2023-05-30,2023-05-11,469,469,partial(<12mo data),0.64,1
FS20230204,남편 몰래 넣고 보는 유부녀,,2023-02-15,,469,469,partial(<12mo data),0.305,1
FS2023C063,나이트사이렌,NIGHTSIREN,,,469,469,partial(<12mo data),0.642,1
FS2024A983,조문탁의 타투왕,Invisible Tattoo,,,469,469,partial(<12mo data),0.488,1
FS20257597,글래머 처제는 꿀맛,,,,469,469,,0.281,2
FS20257585,활짝 열린 핑크색 꽃잎들,,2025-10-10,,469,469,,0.294,2
FS2026A350,에스코뱅크,Escobank,,,469,469,partial(<12mo data),0.373,1
FS20100857,카지노 잭 앤 더 유나이티드 스테이츠 오브 머니,Casino Jack and the United States of Money,,,468,468,partial(<12mo data),0.65,1
FS20081008,정글피쉬,,,,468,468,,0.827,1
FS2023C925,빌리 보이,Juvenile,,,468,468,partial(<12mo data),0.618,1
FS20257798,럭키 데이 인 파리,Coup de Chance,2025-11-12,,468,468,,0.487,2
FS20264159,킬 코드,Kill Code,2026-06-11,,468,468,partial(<12mo data),0.671,1
FS20110737,마마 고고,Mamma Gogo,2011-06-02,,467,187,,0.193,1
FS20090881,저 달이 차기 전에,,,,467,467,partial(<12mo data),0.458,1
FS20098300,브루노,Bruno,,,467,467,partial(<12mo data),0.437,1
FS20108573,폭풍을 잡는 사나이,The Man Who Stops Storm,,,467,467,partial(<12mo data),0.385,1
FS20162815,유부녀 - 남편 외출중,In the early afternoon without the husband,2016-04-13,,467,467,partial(<12mo data),0.433,1
FS20226352,취권 소걸아,Drunken Su Qier,2022-09-21,,467,467,partial(<12mo data),0.435,1
FS20223586,젖은섹남섹녀,,2022-02-08,,467,463,partial(<12mo data),0.454,1
FS20098122,스크리머스 : 더 헌팅,Screamers : The Hunting,,,466,466,,0.165,1
FS20149475,더 틱,Tic,,,466,466,partial(<12mo data),0.391,1
FS20135061,크로스 : 신의 후예,Cross,,,466,466,,0.592,1
FS20213018,예리의 첫경험,,2022-02-04,2022-01-30,466,466,partial(<12mo data),0.425,1
FS20231720,젖어있는 친구 누나,,2023-05-16,2023-06-01,466,466,partial(<12mo data),0.296,1
FS2023C903,인간병기X(엑스),Ultimate Code,2023-10-13,,466,466,partial(<12mo data),0.676,1
FS20246336,자위하다 며느리에게 걸린 시아버지,,,,466,351,,0.481,2
FS20257732,목마른 며느리 물주는 시아버지,,,,466,466,,0.339,2
FS2025A352,케나우,Kenau,,,466,466,,0.455,1
FS20228976,요로나: 끝나지 않은 저주,The Legend of La Llorana,2022-12-28,,465,456,,0.533,1
FS20228785,남친 아빠와 7일간 미친섹스,,,,465,465,,0.561,1
FS20249054,옆집 젊은 남자에 빠진 성욕 강한 아내,,,,465,289,,0.271,2
FS20241258,아주버님에게 첫 절정을 느낀 거유 아내 무삭제판,,,,465,465,partial(<12mo data),0.583,1
FS20256925,어머님 마사지에 발사한 예비사위,,,,465,465,,0.297,2
FS20261592,친구엄마의 꽃이 피다,,2026-02-24,,465,465,partial(<12mo data),0.735,1
FS2026A064,미션 코드: 상속,Inheritance,,,465,465,partial(<12mo data),0.514,1
FS20148781,동풍우,East Wind Rain,,,464,464,partial(<12mo data),0.25,1
FS20224235,구멍의 선택,,2022-04-11,2022-03-21,464,464,partial(<12mo data),0.308,1
FS20226445,비밀 : 친구와 쓰리썸,,2022-08-04,2022-07-31,464,464,partial(<12mo data),0.638,1
FS2022A150,독고 리와인드 part 1,,,,464,464,,0.207,1
FS20230850,쾌락 찾은 며느리,,2023-03-23,,464,464,partial(<12mo data),0.672,1
FS20230130,땀샘터진 아내의 엄마 무삭제판,,2023-06-29,,464,445,partial(<12mo data),0.543,1
FS20227797,더 게임,The Game,2022-12-08,2022-12-08,464,458,,0.394,1
FS20218983,호날두: 세상은 그의 발 아래에,Cristiano Ronaldo: The world at His Feet,,,464,464,,0.144,1
FS20229149,변호사 아내의 불륜일기,,,,464,266,,0.297,2
FS2026A561,건맨: 라스트 리벤지,Guns & Moses,,,464,464,partial(<12mo data),0.651,1
FS20132498,몽상가들,Dreamers,,,463,463,,0.289,1
FS20154101,위험한 아파트관리인: 표적이 된 여대생,MansionKansinin,2015-08-18,,463,390,,0.292,1
FS20161166,인트루더: 낯선 침입자,Intruder,2016-10-20,,463,463,partial(<12mo data),0.717,1
FS20223938,조금은 서툰 20대 소라,,2022-04-04,2022-04-13,463,463,partial(<12mo data),0.359,1
FS20210379,새엄마 중독,,2021-10-18,,463,159,,0.467,1
FS20211973,아바타의 후예1 : 쾌락의 행성,This Ain't Avatar XXX,2021-11-26,,463,463,,0.156,1
FS20247821,100프로 예약제 여성전용 마사지샵의 비밀,,2024-03-04,,463,463,partial(<12mo data),0.371,1
FS20249509,전투적인 새엄마,,2024-05-24,,463,463,partial(<12mo data),0.449,1
FS20247878,가랑이 채운 밤 무삭제판,,2025-08-25,,463,463,,0.564,2
FS20250172,쾌락의 여자 교도소,Maalikaya,,,463,463,,0.227,1
FS20250104,형수와의 끝없는 번식 본능,,2026-02-10,,463,463,partial(<12mo data),0.389,1
FS20112873,콩고,,,,462,462,,0.37,1
FS20119159,엘 시드,El Cid,1971-09-21,,462,0,,0.203,1
FS20020269,포제션,Possession,2002-10-24,,462,0,,0.186,2
FS20135584,가투의 연날리기,Gattu,2013-09-26,,462,462,partial(<12mo data),0.654,1
FS20137052,스트럭 바이 라이트닝,Struck by Lightning,,,462,462,,0.305,1
FS20153462,직장 여선배와의 맛있는 섹스,Mesukeiji2004,2015-08-11,,462,195,,0.208,1
FS20161642,미인자매의 누드모델,"Hidden Sex:""Trap"" Shame of private model",2016-02-24,,462,462,partial(<12mo data),0.418,1
FS20159136,본능에 몸을 맡기고,The personalized instruction that is covered with vaginal secretions,2015-05-06,,462,346,,0.299,1
FS20217345,돗자리 부인,,,,462,462,,0.537,1
FS20223942,내가 처음으로 사랑한 소녀,The First Girl I Loved,2022-04-26,2022-04-27,462,462,partial(<12mo data),0.426,1
FS20040612,신부수업,"Love, So Divine",2004-08-05,,462,0,,0.348,1
FS20231609,사모님 빨아먹는 장과장,,2023-09-08,2023-09-14,462,462,partial(<12mo data),0.446,1
FS20216056,창밖은 겨울,When Winter Comes,2022-12-07,2022-11-24,462,443,,0.372,1
FS20231918,소꼽친구 : 그녀의 꽃잎 무삭제,,,,462,462,,0.303,2
FS20255284,엄마친구와 과한섹스에 채무불이행,,2025-07-19,,462,399,,0.357,2
FS20258363,잠든 척하며 절정 가는 형수,,,,462,462,,0.69,1
FS20100775,소라닌,"Solanin,",2010-08-26,,461,0,,0.395,2
FS19918318,대니의 질투,The Man In The Moon,,,461,461,partial(<12mo data),0.623,1
FS20224690,카즈밧 솔저,The Kazbat Soldiers,,,461,461,partial(<12mo data),0.254,1
FS20216906,굶주린 며느리의 성교육,,2021-03-15,,461,6,,0.774,1
FS20231033,직장 상사와 부부 스와핑,,2023-03-24,,461,461,partial(<12mo data),0.345,1
FS20253461,남편 몰래 시아버지와 헐떡이는 아내,,,,461,461,partial(<12mo data),0.503,1
FS20050256,새드무비,Sad Movie,2005-10-20,,460,0,,0.307,2
FS20048430,불량아줌마,WomanOfPleasure,,,460,460,,0.189,1
FS19598015,피서지에서 생긴 일,A Summer Place,1972-08-19,,460,0,,0.461,1
FS20225013,마음씨 착한 거유 아줌마,,2022-05-16,2022-06-02,460,460,partial(<12mo data),0.42,1
FS20224073,며느리 완전 정복!,,2022-03-11,,460,460,partial(<12mo data),0.759,1
FS20224192,수상한 새엄마,,2022-06-13,2022-03-09,460,460,partial(<12mo data),0.393,1
FS20231977,바람난 며느리 ： 섹스에 환장한 시아버지,,2023-08-05,,460,460,partial(<12mo data),0.367,1
FS20202801,슬기로운 아내 수업,How to Be a Good Wife,2023-07-26,2023-07-12,460,460,partial(<12mo data),0.385,1
FS20229493,맛있는 간통,,2023-03-24,2023-03-31,460,460,partial(<12mo data),0.396,1
FS20234854,친구 누나 길들이기,,,,460,460,,0.339,1
FS2024A056,나만 모르는 아내의 연애,,,,460,460,,0.443,1
FS20112765,영광의 탈출,Exodus,,,459,459,,0.129,1
FS20078679,왓 러브 이즈,What Love Is,2013-10-24,,459,459,partial(<12mo data),0.471,1
FS20158096,미저리: 엘리베이터 여자,Elevator,2015-11-05,,459,410,,0.233,1
FS20161783,아빠가 돌아왔다,Daddy's back,2016-05-19,,459,459,partial(<12mo data),0.368,1
FS20224276,삽입하기 좋은 날,,2022-03-22,2022-03-31,459,459,partial(<12mo data),0.466,1
FS19890194,피고인,The Accused,1989-07-01,,459,0,,0.12,1
FS20228236,레드 씨,Mako,2022-11-23,2022-12-01,459,436,,0.309,1
FS2024A327,캐서린: 헨리 8세의 마지막 여인,Firebrand,,,459,459,partial(<12mo data),0.542,1
FS20223788,아메리칸 시빌 워,Deep in the Forest,,,459,459,,0.778,1
FS20207113,관전녀2,,2020-11-06,,459,0,,0.806,1
FS20241010,정사 : 이모대신 제가 무삭제,,,,459,459,partial(<12mo data),0.865,1
FS20058427,어론 인 더 다크,Alone In The Dark,,,458,458,partial(<12mo data),0.496,1
FS20149245,라스트 더 맥스,Corrado,,,458,458,partial(<12mo data),0.391,1
FS20167667,피어 클리닉,Fear Clinic,2016-08-18,,458,458,partial(<12mo data),0.356,1
FS20210454,마사지의 신 감독판,God of Massage,2021-10-08,,458,440,,0.393,1
FS20211055,지저귀는 새는 날지 않는다: 돈 스테이 골드,,,,458,458,,0.258,1
FS19890038,영구와 땡칠이,Yong-Gu And Daeng Chiri,1989-07-27,,458,0,,0.138,1
FS20228240,갑질하는 부장님에게 범해진 아내,JYOUSINI TAKASARETA,,,458,458,,0.312,1
FS20244465,신도시 엄마들 극장판,,2024-09-11,,458,458,partial(<12mo data),0.452,1
FS20247739,짐승커플 : 섹스는 이렇게 맛있게,,,,458,458,partial(<12mo data),0.55,1
FS2025A594,매트리악 : 엄마는 지옥이다,THE MATRIARCH,,,458,458,partial(<12mo data),0.476,1
FS20247339,남편을 위해 사장님과 내연 계약한 아내,,2026-04-24,,458,196,partial(<12mo data),0.496,1
FS2026A286,금의위: 첩혈밀령,Crimson Command,,,458,458,partial(<12mo data),0.452,1
FS2010A939,애니 스파르타쿠스,Spartacus: Blood And Sand - Motion Comic,,,457,457,,0.468,1
FS20211929,미스터 앤 미세스 아델만,Mr & Mrs Adelman,2022-01-20,,457,457,,0.363,1
FS20211946,스피드 : 레이스 1,Chi Zha Feng Yun,2022-01-20,,457,457,,0.287,1
FS19900009,수탉,Rooster,1990-03-24,,457,0,,0.348,1
FS20231812,레깅스 마니아,,2023-07-07,2023-07-13,457,401,partial(<12mo data),0.37,1
FS20239891,삽입할 곳만 찾는 대물,,2023-01-26,,457,457,,0.249,1
FS19960038,알바트로스,Albatross,1996-07-13,,457,0,,0.3,1
FS20235276,웨스턴 프론트: 서부전선,BATTLE FOR THE WESTERN FRONT,2023-12-21,,457,451,,0.372,1
FS2025A922,마의 부활: 서혼주,Evil Spider,,,457,457,partial(<12mo data),0.376,1
FS20240144,며느리 성욕 받아준 인자한 시아버지,,,,457,457,,0.49,1
FS20247852,여자는 대물을 좋아해,,2025-01-03,,457,457,,0.374,1
FS20248209,짐승남녀 : 첫 만남 후 격렬섹스,,,,457,236,,0.449,2
FS20124326,은밀한 도촬,Woman Peeper,2011-07-21,,456,0,,0.226,1
FS20149680,울프캅,WolfCop,2016-01-07,,456,456,,0.588,1
FS20162066,플라이트 엑시던트,Chariot,2016-03-08,2016-03-17,456,456,partial(<12mo data),0.2,1
FS20218876,쾌락 : 나를 적신 그놈,,2021-07-14,,456,140,,0.524,1
FS20219150,애욕이 넘치고 터진 새엄마,,,,456,456,,0.748,1
FS20200663,뱅크시,Banksy and the Rise of Outlaw Art,2022-08-11,,456,456,partial(<12mo data),0.55,1
FS20224103,잘주는 며느리 잘먹는 아버님,OTTODAKE SINANAI KINDAN,2022-04-01,,456,23,,0.504,1
FS20241490,미녀 점장의 유혹에 밤새 짜내는 알바생,,2025-12-11,,456,184,,0.307,2
FS20248208,쉬운 여자 : 처음인척 하는 그녀,,,,456,328,,0.529,2
FS20253741,쾌락에 빠진 여상사 2 : 토모다 마키의 음탕한 향기,,2026-01-12,,456,456,,0.434,1
FS20261627,"맛있는 불륜 : 사위와 장모, 며느리와 시아버지",,2026-03-18,,456,456,partial(<12mo data),0.68,1
FS20224731,엔티알 웨딩,,2022-05-11,2022-05-20,455,455,partial(<12mo data),0.437,1
FS20218190,소녀탈출,,2021-12-27,2021-05-22,455,448,,0.334,1
FS20211188,마카오썸씽,,2021-11-16,2021-11-29,455,422,,0.24,1
FS2024A683,소룡녀,,,,455,455,partial(<12mo data),0.501,1
FS20235835,혼자사는 할머니께 1박 육체봉사,,,,455,455,,0.365,1
FS20248544,출장지에서 상사에게 몇번이나 가버린 여직원,,2025-10-01,,455,182,partial(<12mo data),0.354,2
FS20256741,아기돼지 3형제: 도넛별 대모험,The Three Little Pigs 3,2025-09-04,,455,455,partial(<12mo data),0.437,1
FS20257258,이제 너를 지우고 싶다는 엄마친구,,2025-09-20,,455,455,,0.492,2
FS20227915,극장판 카케구루이,Kakegurui,2023-01-16,,454,454,,0.211,1
FS20229436,텐트 안에서 까먹는 조개 맛,,2023-02-06,,454,454,partial(<12mo data),0.291,1
FS20235958,신혼며느리의 추억이 시아버지로 물든 날,,,,454,454,,0.258,1
FS2024A226,운명적 유혹,The Temptation,,,454,454,,0.247,1
FS20224218,자연산C컵유정의오르가즘,,2022-04-04,2022-03-25,454,0,,0.919,1
FS20241141,내 아내의 임신을 책임져 줘,,,,454,454,,0.608,1
FS20246333,3670,3670,2025-09-03,,454,454,,0.469,2
FS20124747,맬리스 인 원더랜드,Malice In Wonderland,2010-12-30,,453,0,,0.547,2
FS19868010,꼬마어사 똘이,,,,453,453,partial(<12mo data),0.185,1
FS20140047,어바웃 라스트 나이트,About Last Night,,,453,453,partial(<12mo data),0.607,1
FS19788171,올리버 스토리,Oliver's Story,,,453,453,partial(<12mo data),0.267,1
FS20101211,용서,Forgiveness,2010-12-05,,453,0,,0.325,1
FS20223976,형수의 상상은 현실이 된다,,2022-06-07,2022-06-10,453,453,partial(<12mo data),0.384,1
FS2024A527,아포칼립스: 엔드타임,End Times,,,453,453,partial(<12mo data),0.501,1
FS20236394,남편 대신 온몸으로 빚 갚는 아내,,,,453,453,,0.371,1
FS20230871,새아들:널 위한 밤,,2023-03-17,,453,12,,0.499,1
FS20257602,"부정선거, 신의 작품인가 감독판",,,,453,453,,0.479,1
FS2009A905,에로틱 푸드걸-맛대맛 1,OKONOMI BATTLE,,,452,184,,0.142,2
